story_id,rework_state,approval_gate,reason,next_action
STORY-0024,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0025,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0026,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0027,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0028,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0029,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0030,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0031,BUSINESS_BEHAVIOR_COMPLETE_AWAITING_USER_REVIEW,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_COMPLETE_OWNERSHIP_OBLIGATION_SOURCE_BOUND,USER_REVIEW_REWORKED_STORY
STORY-0032,BUSINESS_BEHAVIOR_COMPLETE_AWAITING_USER_REVIEW,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_COMPLETE_WALKIN_GET_SELECTOR_REVIEW_COMPLETE,USER_REVIEW_REWORKED_STORY
STORY-0033,BUSINESS_BEHAVIOR_COMPLETE_AWAITING_USER_REVIEW,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_COMPLETE_WALKIN_POST_PERSISTENCE_BOUND,USER_REVIEW_REWORKED_STORY
STORY-0034,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0035,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0036,BUSINESS_BEHAVIOR_COMPLETE_AWAITING_USER_REVIEW,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_COMPLETE_YARD_AUDIT_DASHBOARD_SOURCE_BOUND,USER_REVIEW_REWORKED_STORY
STORY-0037,REWORK_IN_PROGRESS_SOURCE_BINDING_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,EMBEDDED_SAVE_CONCRETE_TRANSACTION_PERSISTENCE_UNBOUND,BIND_CONCRETE_SAVE_SERVICE_TRANSACTION_AND_PERSISTENCE_FROM_FROZEN_SOURCE
STORY-0038,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0039,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0040,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0041,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0042,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0043,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0044,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0045,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0046,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0047,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0048,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0049,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0050,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0051,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0052,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0053,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0054,READY_FOR_USER_REVIEW_AFTER_IMPLEMENTATION_SOURCE_RECONCILIATION,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_SELECTOR_TARGET_IMPLEMENTED_SOURCE_VALIDATED,USER_REVIEW_AND_EXPLICIT_APPROVAL_OR_REWORK
STORY-0055,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0056,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0057,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0058,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0059,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0060,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0061,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0062,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0063,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0064,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0065,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0066,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0067,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0068,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0069,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0070,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0071,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0072,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0073,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0074,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0075,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0076,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0077,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0078,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0079,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0080,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0081,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0082,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0083,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0084,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0085,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0086,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0087,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0088,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0089,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0090,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0091,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0092,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0093,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0094,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0095,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0096,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0097,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
STORY-0098,REWORK_REQUIRED,EXPLICIT_USER_APPROVAL_REQUIRED_AFTER_REWORK,BUSINESS_BEHAVIOR_AND_USER_SYSTEM_IMPACT_REWORK,REWORK_FROM_FROZEN_SOURCE_TO_BUSINESS_BEHAVIOR_STANDARD
