story_id,release,approval_state,task_type,status,story_source,code_source,required_checks,next_action
STORY-0101,R1,APPROVED_AFTER_REWORK,POST_APPROVAL_REVERSE_ENGINEERED_STORY_CODE_CONFORMANCE,CODE_DRIFT_REVIEW_PACKET_PENDING_EXPLICIT_APPROVAL,BL-002/stories/STORY-0101.md,CylinderManagement@3ae6e61442132d94a307275b08dd65fcef228d89,"approved_story_to_local_source_conformance_full_contract",WAIT_FOR_EXPLICIT_EXACT_DRIFT_MANIFEST_APPROVAL_NO_CODE_MUTATION
STORY-0102,R1,APPROVED_AFTER_REWORK,POST_APPROVAL_REVERSE_ENGINEERED_STORY_CODE_CONFORMANCE,CODE_CONFORMANCE_VERIFIED_PASS,BL-002/stories/STORY-0102.md,CylinderManagement@3ae6e61442132d94a307275b08dd65fcef228d89,"approved_story_to_frozen_source_conformance_full_contract",FANOUT_TO_BL004_BL005_BL009_BL011_NO_EXECUTION_INFERRED
STORY-0103,R1,APPROVED_AFTER_REWORK,POST_APPROVAL_REVERSE_ENGINEERED_STORY_CODE_CONFORMANCE,CODE_DRIFT_REVIEW_PACKET_PENDING_EXPLICIT_APPROVAL,BL-002/stories/STORY-0103.md,Harinandhan-Cylinder-Backup(20260902-163304).zip@file_00000000fe9c8211869e2c82da911925,"approved_story_to_local_extracted_source_conformance_full_contract",WAIT_FOR_EXPLICIT_EXACT_DRIFT_MANIFEST_APPROVAL_NO_CODE_MUTATION
STORY-0107,R1,APPROVED_AFTER_REWORK,POST_APPROVAL_REVERSE_ENGINEERED_STORY_CODE_CONFORMANCE,CODE_CONFORMANCE_VERIFIED_PASS,BL-002/stories/STORY-0107.md,CylinderManagement@3ae6e61442132d94a307275b08dd65fcef228d89,"approved_story_to_frozen_source_conformance_full_contract",FANOUT_TO_BL004_BL005_BL009_BL011_NO_EXECUTION_INFERRED
STORY-0108,R1,APPROVED_AFTER_REWORK,POST_APPROVAL_REVERSE_ENGINEERED_STORY_CODE_CONFORMANCE,CODE_CONFORMANCE_VERIFIED_PASS,BL-002/stories/STORY-0108.md,CylinderManagement@3ae6e61442132d94a307275b08dd65fcef228d89,"approved_story_to_local_source_conformance_full_contract",BL004_BL005_BL009_REVISED_FANOUT_ELIGIBLE_RUNTIME_EXECUTION_STILL_REQUIRED
STORY-0109,R1,APPROVED_AFTER_REWORK,POST_APPROVAL_REVERSE_ENGINEERED_STORY_CODE_CONFORMANCE,CODE_CONFORMANCE_VERIFIED_PASS,BL-002/stories/STORY-0109.md,CylinderManagement@3ae6e61442132d94a307275b08dd65fcef228d89,"approved_story_to_local_source_conformance_full_contract",BL004_BL005_BL009_REVISED_FANOUT_ELIGIBLE_RUNTIME_EXECUTION_STILL_REQUIRED
STORY-0127,R1,APPROVED_AFTER_REWORK,POST_APPROVAL_REVERSE_ENGINEERED_STORY_CODE_CONFORMANCE,CODE_CONFORMANCE_VERIFIED_PASS,BL-002/stories/STORY-0127.md,CylinderManagement@3ae6e61442132d94a307275b08dd65fcef228d89,"controller_redirect_destination_context_no_mutation_lookup_insertion_policy",BL004_BL005_BL009_REVISED_FANOUT_ELIGIBLE_RUNTIME_EXECUTION_STILL_REQUIRED
STORY-0128,R1,APPROVED_AFTER_REWORK,POST_APPROVAL_REVERSE_ENGINEERED_STORY_CODE_CONFORMANCE,CODE_CONFORMANCE_VERIFIED_PASS,BL-002/stories/STORY-0128.md,CylinderManagement@3ae6e61442132d94a307275b08dd65fcef228d89,"approved_story_to_local_source_conformance_full_contract",BL004_BL005_BL009_REVISED_FANOUT_ELIGIBLE_RUNTIME_EXECUTION_STILL_REQUIRED
STORY-0129,R1,APPROVED_AFTER_REWORK,POST_APPROVAL_REVERSE_ENGINEERED_STORY_CODE_CONFORMANCE,CODE_CONFORMANCE_VERIFIED_PASS,BL-002/stories/STORY-0129.md,CylinderManagement@3ae6e61442132d94a307275b08dd65fcef228d89,"approved_story_to_local_source_conformance_full_contract",BL004_BL005_BL009_REVISED_FANOUT_ELIGIBLE_RUNTIME_EXECUTION_STILL_REQUIRED
STORY-0130,R1,APPROVED_AFTER_REWORK,POST_APPROVAL_REVERSE_ENGINEERED_STORY_CODE_CONFORMANCE,CODE_CONFORMANCE_VERIFIED_PASS,BL-002/stories/STORY-0130.md,CylinderManagement@3ae6e61442132d94a307275b08dd65fcef228d89,"approved_story_to_local_source_conformance_full_contract",BL004_BL005_BL009_REVISED_FANOUT_ELIGIBLE_RUNTIME_EXECUTION_STILL_REQUIRED
STORY-0131,R1,APPROVED_AFTER_REWORK,POST_APPROVAL_REVERSE_ENGINEERED_STORY_CODE_CONFORMANCE,CODE_CONFORMANCE_VERIFIED_PASS,BL-002/stories/STORY-0131.md,CylinderManagement@3ae6e61442132d94a307275b08dd65fcef228d89,"approved_story_to_local_source_conformance_full_contract",BL004_BL005_BL009_REVISED_FANOUT_ELIGIBLE_RUNTIME_EXECUTION_STILL_REQUIRED
STORY-0132,R1,APPROVED_AFTER_REWORK,POST_APPROVAL_REVERSE_ENGINEERED_STORY_CODE_CONFORMANCE,CODE_CONFORMANCE_VERIFIED_PASS,BL-002/stories/STORY-0132.md,CylinderManagement@3ae6e61442132d94a307275b08dd65fcef228d89,"approved_story_to_local_source_conformance_full_contract",BL004_BL005_BL009_REVISED_FANOUT_ELIGIBLE_RUNTIME_EXECUTION_STILL_REQUIRED
STORY-0041,R1,APPROVED_AFTER_REWORK,POST_APPROVAL_REVERSE_ENGINEERED_STORY_CODE_CONFORMANCE,CODE_CONFORMANCE_VERIFIED_PASS,BL-002/stories/STORY-0041.md,CylinderManagement@3ae6e61442132d94a307275b08dd65fcef228d89,"controller_get_template_embedded_post_companion_selector_validation_persistence_visible_outcome_current_state_gap",BL004_BL005_BL009_REVISED_FANOUT_ELIGIBLE_RUNTIME_EXECUTION_STILL_REQUIRED
STORY-0042,R1,APPROVED_AFTER_REWORK,POST_APPROVAL_REVERSE_ENGINEERED_STORY_CODE_CONFORMANCE,CODE_CONFORMANCE_VERIFIED_PASS,BL-002/stories/STORY-0042.md,CylinderManagement@3ae6e61442132d94a307275b08dd65fcef228d89,"controller_post_request_binding_address_type_resolution_mediator_validator_service_repository_entity_persistence_transaction_error_success_current_state_gap",BL004_BL005_BL009_REVISED_FANOUT_ELIGIBLE_RUNTIME_EXECUTION_STILL_REQUIRED
STORY-0080,R1,APPROVED_AFTER_REWORK,POST_APPROVAL_REVERSE_ENGINEERED_STORY_CODE_CONFORMANCE,CODE_CONFORMANCE_VERIFIED_PASS,BL-002/stories/STORY-0080.md,Harinandhan-Cylinder-Backup(20260902-080237).zip@60db87cece840505caa3de5521fbc5e1c680e2eb8e936044a87922f1f57f53a2,"controller_get_template_form_initialization_nested_dto_binding_autocomplete_identity_dependent_clearing_no_write",BL004_BL005_BL009_REVISED_FANOUT_ELIGIBLE_RUNTIME_EXECUTION_STILL_REQUIRED
STORY-0081,R1,APPROVED_AFTER_REWORK,POST_APPROVAL_REVERSE_ENGINEERED_STORY_CODE_CONFORMANCE,CODE_CONFORMANCE_VERIFIED_PASS,BL-002/stories/STORY-0081.md,Harinandhan-Cylinder-Backup(20260902-080237).zip@60db87cece840505caa3de5521fbc5e1c680e2eb8e936044a87922f1f57f53a2,"controller_post_request_binding_validator_geography_resolution_entity_mapping_repository_save_persistence_visible_outcomes",BL004_BL005_BL009_REVISED_FANOUT_ELIGIBLE_RUNTIME_EXECUTION_STILL_REQUIRED
STORY-0110,R1,APPROVED_AFTER_REWORK,POST_APPROVAL_REVERSE_ENGINEERED_STORY_CODE_CONFORMANCE,CODE_DRIFT_REVIEW_PACKET_PENDING_EXPLICIT_APPROVAL,BL-002/stories/STORY-0110.md,Harinandhan-Cylinder-Backup(20260902-080237).zip@60db87cece840505caa3de5521fbc5e1c680e2eb8e936044a87922f1f57f53a2,"approved_story_to_local_source_conformance_full_contract",WAIT_FOR_EXPLICIT_EXACT_DRIFT_MANIFEST_APPROVAL_NO_CODE_MUTATION
STORY-0111,R1,APPROVED_AFTER_REWORK,POST_APPROVAL_REVERSE_ENGINEERED_STORY_CODE_CONFORMANCE,CODE_DRIFT_REVIEW_PACKET_PENDING_EXPLICIT_APPROVAL,BL-002/stories/STORY-0111.md,Harinandhan-Cylinder-Backup(20260902-080237).zip@60db87cece840505caa3de5521fbc5e1c680e2eb8e936044a87922f1f57f53a2,"approved_story_to_local_source_conformance_full_contract",WAIT_FOR_EXPLICIT_EXACT_DRIFT_MANIFEST_APPROVAL_NO_CODE_MUTATION
STORY-0112,R1,APPROVED_AFTER_REWORK,POST_APPROVAL_REVERSE_ENGINEERED_STORY_CODE_CONFORMANCE,CODE_DRIFT_REVIEW_PACKET_PENDING_EXPLICIT_APPROVAL,BL-002/stories/STORY-0112.md,Harinandhan-Cylinder-Backup(20260902-080237).zip@60db87cece840505caa3de5521fbc5e1c680e2eb8e936044a87922f1f57f53a2,"approved_story_to_local_source_conformance_full_contract",WAIT_FOR_EXPLICIT_EXACT_DRIFT_MANIFEST_APPROVAL_NO_CODE_MUTATION
STORY-0113,R1,APPROVED_AFTER_REWORK,POST_APPROVAL_REVERSE_ENGINEERED_STORY_CODE_CONFORMANCE,CODE_DRIFT_REVIEW_PACKET_PENDING_EXPLICIT_APPROVAL,BL-002/stories/STORY-0113.md,Harinandhan-Cylinder-Backup(20260902-080237).zip@60db87cece840505caa3de5521fbc5e1c680e2eb8e936044a87922f1f57f53a2,"approved_story_to_local_source_conformance_full_contract",WAIT_FOR_EXPLICIT_EXACT_DRIFT_MANIFEST_APPROVAL_NO_CODE_MUTATION
STORY-0114,R1,APPROVED_AFTER_REWORK,POST_APPROVAL_REVERSE_ENGINEERED_STORY_CODE_CONFORMANCE,CODE_DRIFT_REVIEW_PACKET_PENDING_EXPLICIT_APPROVAL,BL-002/stories/STORY-0114.md,Harinandhan-Cylinder-Backup(20260902-080237).zip@60db87cece840505caa3de5521fbc5e1c680e2eb8e936044a87922f1f57f53a2,"approved_story_to_local_source_conformance_full_contract",WAIT_FOR_EXPLICIT_EXACT_DRIFT_MANIFEST_APPROVAL_NO_CODE_MUTATION
STORY-0043,R1,APPROVED_AFTER_REWORK,POST_APPROVAL_REVERSE_ENGINEERED_STORY_CODE_CONFORMANCE,CODE_CONFORMANCE_VERIFIED_PASS,BL-002/stories/STORY-0043.md,CylinderManagement@3ae6e61442132d94a307275b08dd65fcef228d89,"wizard_get_model_lookup_cache_product_reference_active_challan_books_template_selectors_no_write",BL004_BL005_BL009_REVISED_FANOUT_ELIGIBLE_RUNTIME_EXECUTION_STILL_REQUIRED
STORY-0044,R1,APPROVED_AFTER_REWORK,POST_APPROVAL_REVERSE_ENGINEERED_STORY_CODE_CONFORMANCE,CODE_DRIFT_REVIEW_PACKET_PENDING_EXPLICIT_APPROVAL,BL-002/stories/STORY-0044.md,CylinderManagement@current-governed-source,"wizard_post_transaction_driver_guard_user_reported_fixed_quantity_null_defect_dev0005_customer_id_guard_current_behavior",WAIT_FOR_DEV_0005_EXACT_MANIFEST_APPROVAL_AND_SOURCE_READBACK_NO_CODE_MUTATION
STORY-0052,R1,APPROVED_AFTER_REWORK,POST_APPROVAL_REVERSE_ENGINEERED_STORY_CODE_CONFORMANCE,CODE_DRIFT_REVIEW_PACKET_PENDING_EXPLICIT_APPROVAL,BL-002/stories/STORY-0052.md,Harinandhan-Cylinder-Backup(20260902-080237).zip@60db87cece840505caa3de5521fbc5e1c680e2eb8e936044a87922f1f57f53a2,"trip_return_get_current_read_model_plus_approved_next_day_yard_audit_challan_reconciliation_target",WAIT_FOR_DEV_0006_EXACT_MANIFEST_APPROVAL_NO_CODE_MUTATION
STORY-0051,R1,PENDING_USER_REAPPROVAL,POST_REWORK_REVERSE_ENGINEERED_STORY_CODE_CONFORMANCE,INVALIDATED_BY_MATERIAL_STORY_REWORK,BL-002/stories/STORY-0051.md,CylinderManagement@3ae6e61442132d94a307275b08dd65fcef228d89,"add_stop_customer_supplier_party_selection_party_holdings_vehicle_holdings_selection_reset_submit_handoff_supplier_submit_trace",WAIT_FOR_EXPLICIT_REAPPROVAL_THEN_RERUN_CONFORMANCE_AND_FANOUT
STORY-0031,R1,APPROVED_AFTER_REWORK,POST_APPROVAL_REVERSE_ENGINEERED_STORY_CODE_CONFORMANCE,PENDING_GOVERNED_SOURCE_RECOVERY,BL-002/stories/STORY-0031.md,Harinandhan-Cylinder-Backup(20260902-080237).zip@file_00000000659c8211857bba6b09282de3,"controller_endpoint_service_dao_entity_template_filters_metrics_read_only_visible_outcome_current_source_binding",RECOVER_GOVERNED_LIBRARY_SOURCE_THEN_RUN_CONFORMANCE_BEFORE_BL004_BL005_BL009_FANOUT
STORY-0032,R1,APPROVED_AFTER_REWORK,POST_APPROVAL_REVERSE_ENGINEERED_STORY_CODE_CONFORMANCE,PENDING_GOVERNED_SOURCE_RECOVERY,BL-002/stories/STORY-0032.md,Harinandhan-Cylinder-Backup(20260902-080237).zip@file_00000000659c8211857bba6b09282de3,"approved_story_to_governed_source_conformance_full_contract",RECOVER_GOVERNED_LIBRARY_SOURCE_THEN_RUN_CONFORMANCE_BEFORE_BL004_BL005_BL009_FANOUT
STORY-0033,R1,APPROVED_AFTER_REWORK,POST_APPROVAL_REVERSE_ENGINEERED_STORY_CODE_CONFORMANCE,PENDING_GOVERNED_SOURCE_RECOVERY,BL-002/stories/STORY-0033.md,Harinandhan-Cylinder-Backup(20260902-080237).zip@file_00000000659c8211857bba6b09282de3,"approved_story_to_governed_source_conformance_full_contract",RECOVER_GOVERNED_LIBRARY_SOURCE_THEN_RUN_CONFORMANCE_BEFORE_BL004_BL005_BL009_FANOUT

STORY-0086,R1,APPROVED_AFTER_REWORK,POST_APPROVAL_CODE_CONFORMANCE,PENDING_SOURCE_CONFORMANCE,BL-002/stories/STORY-0086.md,Harinandhan-Cylinder-Backup(20260902-080237).zip,VERIFY_APPROVED_STORY_AGAINST_FROZEN_SOURCE_AND_CLASSIFY_DRIFT,RUN_CONFORMANCE_THEN_FAN_OUT_BL004_BL005_BL009_BL011
STORY-0088,R1,APPROVED_AFTER_REWORK,POST_APPROVAL_CODE_CONFORMANCE,PENDING_SOURCE_CONFORMANCE,BL-002/stories/STORY-0088.md,Harinandhan-Cylinder-Backup(20260902-080237).zip,VERIFY_APPROVED_STORY_AGAINST_FROZEN_SOURCE_AND_CLASSIFY_DRIFT,RUN_CONFORMANCE_THEN_FAN_OUT_BL004_BL005_BL009_BL011
STORY-0091,R1,APPROVED_AFTER_REWORK,POST_APPROVAL_CODE_CONFORMANCE,PENDING_SOURCE_CONFORMANCE,BL-002/stories/STORY-0091.md,Harinandhan-Cylinder-Backup(20260902-080237).zip,VERIFY_APPROVED_STORY_AGAINST_FROZEN_SOURCE_AND_CLASSIFY_DRIFT,RUN_CONFORMANCE_THEN_FAN_OUT_BL004_BL005_BL009_BL011
STORY-0094,R1,APPROVED_AFTER_REWORK,POST_APPROVAL_CODE_CONFORMANCE,PENDING_SOURCE_CONFORMANCE,BL-002/stories/STORY-0094.md,Harinandhan-Cylinder-Backup(20260902-080237).zip,VERIFY_APPROVED_STORY_AGAINST_FROZEN_SOURCE_AND_CLASSIFY_DRIFT,RUN_CONFORMANCE_THEN_FAN_OUT_BL004_BL005_BL009_BL011
STORY-0095,R1,APPROVED_AFTER_REWORK,POST_APPROVAL_CODE_CONFORMANCE,PENDING_SOURCE_CONFORMANCE,BL-002/stories/STORY-0095.md,Harinandhan-Cylinder-Backup(20260902-080237).zip,VERIFY_APPROVED_STORY_AGAINST_FROZEN_SOURCE_AND_CLASSIFY_DRIFT,RUN_CONFORMANCE_THEN_FAN_OUT_BL004_BL005_BL009_BL011
STORY-0096,R1,APPROVED_AFTER_REWORK,POST_APPROVAL_REVERSE_ENGINEERED_STORY_CODE_CONFORMANCE,CODE_CONFORMANCE_VERIFIED_PASS,BL-002/stories/STORY-0096.md,CylinderManagement@3ae6e61442132d94a307275b08dd65fcef228d89,"approved_story_to_frozen_source_conformance_full_contract",FANOUT_TO_BL004_BL005_BL009_BL011_NO_EXECUTION_INFERRED
STORY-0097,R1,APPROVED_AFTER_REWORK,POST_APPROVAL_CODE_CONFORMANCE,PENDING_SOURCE_CONFORMANCE,BL-002/stories/STORY-0097.md,Harinandhan-Cylinder-Backup(20260902-080237).zip,VERIFY_APPROVED_STORY_AGAINST_FROZEN_SOURCE_AND_CLASSIFY_DRIFT,RUN_CONFORMANCE_THEN_FAN_OUT_BL004_BL005_BL009_BL011

STORY-0048,R1,APPROVED_AFTER_REWORK,POST_APPROVAL_CODE_CONFORMANCE,PENDING_SOURCE_CONFORMANCE,BL-002/stories/STORY-0048.md,Harinandhan-Cylinder-Backup(20260902-080237).zip,VERIFY_APPROVED_STORY_AGAINST_FROZEN_SOURCE_AND_CLASSIFY_DRIFT,RUN_CONFORMANCE_THEN_FAN_OUT_BL004_BL005_BL009_BL011
STORY-0049,R1,APPROVED_AFTER_REWORK,POST_APPROVAL_CODE_CONFORMANCE,PENDING_SOURCE_CONFORMANCE,BL-002/stories/STORY-0049.md,Harinandhan-Cylinder-Backup(20260902-080237).zip,VERIFY_APPROVED_STORY_AGAINST_FROZEN_SOURCE_AND_CLASSIFY_DRIFT,RUN_CONFORMANCE_THEN_FAN_OUT_BL004_BL005_BL009_BL011
STORY-0050,R1,APPROVED_AFTER_REWORK,POST_APPROVAL_CODE_CONFORMANCE,PENDING_SOURCE_CONFORMANCE,BL-002/stories/STORY-0050.md,Harinandhan-Cylinder-Backup(20260902-080237).zip,VERIFY_APPROVED_STORY_AGAINST_FROZEN_SOURCE_AND_CLASSIFY_DRIFT,RUN_CONFORMANCE_THEN_FAN_OUT_BL004_BL005_BL009_BL011
STORY-0085,R1,APPROVED_AFTER_REWORK,POST_APPROVAL_CODE_CONFORMANCE,PENDING_SOURCE_CONFORMANCE,BL-002/stories/STORY-0085.md,Harinandhan-Cylinder-Backup(20260902-080237).zip,VERIFY_APPROVED_STORY_AGAINST_FROZEN_SOURCE_AND_CLASSIFY_DRIFT,RUN_CONFORMANCE_THEN_FAN_OUT_BL004_BL005_BL009_BL011
STORY-0104,R1,APPROVED_AFTER_REWORK,POST_APPROVAL_CODE_CONFORMANCE,PENDING_SOURCE_CONFORMANCE,BL-002/stories/STORY-0104.md,Harinandhan-Cylinder-Backup(20260902-080237).zip,VERIFY_APPROVED_STORY_AGAINST_FROZEN_SOURCE_AND_CLASSIFY_DRIFT,RUN_CONFORMANCE_THEN_FAN_OUT_BL004_BL005_BL009_BL011
STORY-0105,R1,APPROVED_AFTER_REWORK,POST_APPROVAL_CODE_CONFORMANCE,PENDING_SOURCE_CONFORMANCE,BL-002/stories/STORY-0105.md,Harinandhan-Cylinder-Backup(20260902-080237).zip,VERIFY_APPROVED_STORY_AGAINST_FROZEN_SOURCE_AND_CLASSIFY_DRIFT,RUN_CONFORMANCE_THEN_FAN_OUT_BL004_BL005_BL009_BL011
STORY-0106,R1,APPROVED_AFTER_REWORK,POST_APPROVAL_CODE_CONFORMANCE,PENDING_SOURCE_CONFORMANCE,BL-002/stories/STORY-0106.md,Harinandhan-Cylinder-Backup(20260902-080237).zip,VERIFY_APPROVED_STORY_AGAINST_FROZEN_SOURCE_AND_CLASSIFY_DRIFT,RUN_CONFORMANCE_THEN_FAN_OUT_BL004_BL005_BL009_BL011
